:Budget-Cleaned,:Rating-Cleaned,:Runtime-Cleaned,:Num-of-Ratings-Cleaned,:Gross-in-US-&-Canada-Cleaned,:Gross-worldwide-Cleaned,:Action,:Adventure,:Biography,:Drama,:Crime,:Animation,:Comedy,:Family,:Horror,:Mystery,:Thriller,:History,:Fantasy,:Sci-Fi,:Romance,:Music,:Sport,:Musical,:Documentary,:War,:Western,:Film-Noir,:Release-Year
,8.3,162,203000,1223869.0,2.1897373E7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
,5.3,96,2100,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2022
,6.3,92,9500,5829781.0,5829781.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1982
,7.3,97,78000,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
3.9E7,7.0,99,73000,6.3707829E7,6.3707829E7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
1.28E7,7.5,168,54000,3580882.0,3975244.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1988
1.5E7,6.1,90,56000,3.1726995E7,4.7096206E7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2005
1.8E7,6.7,113,57000,4.3610723E7,5.8878723E7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2003
4.7E7,4.7,81,61000,1.0547117E7,1.0903312E7,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2010
,4.9,90,5200,266466.0,266466.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2022
1100000.0,7.3,86,5500,,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1969
,6.6,125,2900,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
,6.4,103,6000,1.8587135E7,1.8587135E7,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1989
47600.0,8.0,158,38000,,2874.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
2.0E7,6.3,92,50000,50269.0,1.4857808E7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
2.8E7,6.5,114,126000,2.63076E7,5.8834384E7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
1.0E7,6.6,111,24000,1.5073942E7,1.5073942E7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1991
4500000.0,6.6,85,30000,1261000.0,1261000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1986
,6.8,109,2900,1045899.0,1698759.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000
720000.0,7.8,103,78000,1.4743391E7,1.4743391E7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
5000000.0,3.8,83,45000,376512.0,8518634.0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2012
5.0E7,5.6,97,85000,8.8715192E7,1.30224158E8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2006
,6.8,106,42000,,2431995.0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2020
8.0E7,6.3,89,179000,3.8577772E7,1.22444772E8,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2009
4.5E7,5.6,95,40000,5.2842724E7,5.6070433E7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2005
,6.3,110,23000,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022
1.2E7,6.8,96,130000,3.1597131E7,5.2223306E7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2002
,8.2,103,2000,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2023
7.5E7,6.3,146,123000,5.1855045E7,7.1585235E7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
2.0E7,6.2,100,76000,36895.0,1.2671109E7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
1.4E7,5.6,99,71000,3.8072438E7,7.2527595E7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1998
1.5E7,6.3,93,54000,3703046.0,1.6137046E7,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
,5.2,96,4400,,572062.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
6.0E7,6.0,99,59000,1.4594226E7,1.4594226E7,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1998
,6.7,115,18000,1.2775324E7,1.71319579E8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
1.0E7,5.4,100,25000,3916303.0,3916303.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1988
2.0E7,5.2,101,55000,2.2105643E7,4.7347283E7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
3.0E7,6.3,104,123000,3.6343858E7,1.19942387E8,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2018
13600.0,7.5,138,28000,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1981
4.3E7,7.4,108,92000,3740823.0,4.7309313E7,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
1300000.0,8.1,105,92000,1656223.0,1657778.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
6.5E7,5.3,95,148000,4.2345531E7,2.40159255E8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2012
5500000.0,7.1,125,16000,,2.4343708E7,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2018
312000.0,7.2,93,195,51242.0,51242.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2023
1.5E7,5.3,91,24000,3.0524763E7,3.0524763E7,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1992
9000000.0,5.6,91,12000,1.4255801E7,1.4255801E7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
4.0E7,5.4,95,72000,3.8087756E7,3.8087756E7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
3500000.0,6.7,112,3600,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1961
,5.5,111,42000,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
8.0E7,6.3,97,83000,1.67510016E8,5.28583774E8,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
,7.4,111,13000,3.4901614E7,3.4901614E7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1984
5.232E7,6.7,107,57000,3115188.0,1.31116046E8,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
,6.3,137,5900,143723.0,2.3068596E7,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2022
,5.7,108,50000,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
1.0E7,4.8,112,17000,4343227.0,6412349.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
,4.4,100,2400,,47355.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023
3.0E7,6.8,77,46000,2.7931461E7,2.7931461E7,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
1.5E7,5.6,110,43000,3.0102717E7,3.0102717E7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
,4.9,96,52,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
1.3E7,5.3,93,22000,3.0577969E7,3.0577969E7,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
1.03E8,5.8,100,330000,1.12200072E8,3.62000072E8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
,7.0,112,25000,4775847.0,4775847.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1999
1800000.0,7.3,112,26000,1.86E7,1.86E7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1974
,5.0,100,22000,,,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2018
4.05E7,5.2,98,5700,1758963.0,2231447.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
2.2E7,5.6,98,34000,9418365.0,9418365.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1995
2.1E7,7.7,81,213000,5.2037603E7,8.3137603E7,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1999
4.3E7,4.7,97,97000,2.4409722E7,5.6995646E7,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
,6.4,93,16000,1.3431806E7,1.3431806E7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1986
1.0E7,6.3,80,155000,3.360119E7,6.2695489E7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2010
2.5E7,6.2,89,81000,4412170.0,1.58972499E8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
7.0E7,6.9,139,97000,5.5011732E7,9.497354E7,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
,6.7,109,74000,,,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2021
4.0E7,6.3,109,184000,6.0974475E7,9.1720255E7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010
,8.1,87,62000,,42214.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
2544000.0,6.7,82,44000,,792184.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
,6.6,108,7600,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
5.0E7,5.6,121,76000,2.254508E7,4.9332692E7,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2006
2.3E7,5.7,108,42000,1.5566093E7,2.3076711E7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2021
2.5E7,7.6,137,74000,3.6001502E7,5.0901502E7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
,6.2,111,15000,4588389.0,4588389.0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2021
4.5E7,5.8,113,63000,5.8620973E7,5.8620973E7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1996
3200000.0,8.1,123,81000,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1962
1700000.0,7.5,112,35000,,21619.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973
7000000.0,,112,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1973
2600000.0,7.3,97,46000,,6318409.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2011
3.8E7,5.8,115,47000,4.0007742E7,5.1806184E7,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2002
6000000.0,6.1,89,40000,31081.0,2631275.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2012
9.9E7,6.6,107,75000,1.0595629E8,1.99603202E8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
1.0E7,5.5,91,1100,,385.0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023
,6.7,123,4900,580346.0,580346.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
,3.7,96,2300,,175173.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022
2.7E7,6.0,111,19000,4.3229904E7,5.2389402E7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1994
3.5E7,6.7,118,176000,1.44731527E8,3.21731527E8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1992
,4.2,86,3400,,,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1990
20000.0,4.2,100,37,,,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2023
,6.5,107,3000,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023
3200000.0,5.5,94,16000,1.0E7,1.0E7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
3900000.0,7.0,107,4000,,307159.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2001
,6.5,110,38000,2.6098824E7,3.9024251E7,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1990
2720000.0,6.3,110,3300,,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1954
,4.3,72,1900,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
8.5E7,6.4,158,69000,1.4276317E7,6.6976317E7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
,7.1,,51,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023
,6.9,115,681,,1.9506407E7,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2023
6000000.0,7.1,141,13000,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1961
,8.3,116,83,20610.0,20610.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023
,7.0,107,8000,,620664.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023
,7.6,95,2100,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976
8240000.0,8.1,92,184000,,1740429.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
,7.3,103,22000,1.399492E7,1.399492E7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
,7.2,120,53000,2964845.0,5079219.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
3.0E7,6.5,83,110000,5.1132598E7,5.1132598E7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
5880000.000000001,7.8,159,71000,3803298.0,3831182.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
,5.2,84,1200,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2022
,7.6,112,71000,,8779609.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012
160000.0,5.6,86,4600,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1974
9.0E7,6.8,115,120000,1.35026902E8,2.02292902E8,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
1600000.0,7.4,98,40000,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1970
5400000.0,7.6,201,42000,3.2855818E7,3.2855818E7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1956
100000.0,5.9,106,4900,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1975
9000000.0,6.4,103,160000,7.19628E7,1.11928365E8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2014
,5.6,111,18000,,304931.0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2020
1.3E7,5.9,84,57000,2.8501605E7,3.5763605E7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1990
6.8E7,6.8,124,133000,7.1107711E7,1.13579918E8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2001
1.1E8,5.4,103,95000,1.42614158E8,5.63749323E8,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
3.1E7,6.4,122,32000,4.385879E7,7.413479E7,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1989
8400000.0,5.8,101,23000,,2.9066681E7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
1.05E8,5.3,114,65000,2.8782481E7,1.33782481E8,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
,4.5,109,11000,,,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2022
,5.7,101,2800,,,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021
4.0E7,6.6,111,52000,3.8896854E7,1.01982854E8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1995
6.0E7,3.8,127,51000,4775656.0,1.3097915E7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2007
,6.7,99,59000,1178196.0,2193474.0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2014
1.0E7,4.5,84,11000,,706617.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2013
,5.3,92,20000,,,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021
4000000.0,6.7,114,13000,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1970
,5.4,91,12000,167962.0,4377394.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2020
,4.7,103,1100,4883.0,4883.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023
,6.6,91,27000,6.4783827E7,6.4783827E7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983
,4.7,101,1500,3455267.0,3599068.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
,7.5,127,53000,1836089.0,2.2903165E7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2006
,7.3,97,95000,467602.0,3875173.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010
,6.7,111,20000,7532911.0,7532911.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1992
,7.4,134,34000,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2022
,6.8,112,10000,4840000.0,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1971
,,112,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1971
4.4E7,6.3,80,40000,2.1288692E7,2.1288692E7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1985
1.2E8,4.9,106,132000,1.00830111E8,2.59175788E8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
,6.5,109,25000,2.005921E7,2.005921E7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1994
1800000.0,3.7,91,2100,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022
1.3E7,7.1,109,28000,6.1705123E7,7.4072344E7,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
,4.5,84,4900,,709528.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2019
,4.7,103,23000,,858281.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
1.5E7,7.9,100,247000,4.4671682E7,1.33471171E8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2011
,6.2,97,51000,,3965086.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2016
750000.0,7.5,103,44000,,5902.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1960
2300000.0,5.6,95,59000,3.6690067E7,3.6690067E7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1982
,7.0,163,46000,663246.0,2888927.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016
6000000.0,6.7,99,71000,1.1841544E7,1.1841544E7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1998
,7.6,102,84,,12146.0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2023
6250000.0,6.4,135,2100,,,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1962
,,,,,,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023
,5.6,99,448,,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023
1.8E7,5.5,106,7200,,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
,6.0,109,10000,4960385.0,4960385.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1990
,6.5,104,65000,,,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2018
6.6E7,6.3,113,122000,8.7704396E7,2.12404396E8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1999
1.2E7,6.6,122,25000,1.2376625E7,1.2383416E7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1981
1200000.0,7.9,91,81000,,1546.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1971
1.0E8,6.2,90,152000,1.10332737E8,2.04681899E8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
2000000.0,6.8,105,65000,,3537283.0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2002
2.0E7,5.6,107,82000,8008161.0,1.7537186E7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
3.6E7,5.9,84,59000,9.996767E7,1.9396767E8,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
829000.0,8.0,95,109000,2247465.0,2285063.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1958
1.02E8,6.5,99,194000,6.9772969E7,1.47080413E8,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2001
,5.6,103,5300,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1973
,8.8,130,2100,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023
7000000.0,6.9,97,31000,9.5461682E7,9.5461682E7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1981
1.1E7,6.4,116,27000,1.607199E7,1.607199E7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1999
,5.3,121,35000,,,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2021
3.5E7,4.4,124,24000,1.4296438E7,1.4296438E7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1984
2.9E7,5.3,102,19000,1.6930185E7,2.014615E7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2002
3000000.0,6.2,96,12000,9639390.0,9639390.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
2.4E7,6.9,115,22000,3.2722798E7,3.6609995E7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000
4800000.0,6.3,117,29000,2.2743674E7,2.2743674E7,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1980
7102000.0,7.7,85,424,,380115.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2023
3.0E7,6.5,80,65000,5.1386611E7,1.10013167E8,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
5000000.0,4.5,100,42000,1.4343976E7,1.4343976E7,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1989
4.5E7,7.1,120,96000,8.8631237E7,1.65184237E8,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
,5.5,110,35000,,,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2021
,7.0,119,6400,798774.0,2175376.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
3352254.0,7.3,123,35000,,9588.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1972
,5.6,93,29000,2188425.0,2.8588425E7,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
