:Budget-Cleaned,:Rating-Cleaned,:Runtime-Cleaned,:Num-of-Ratings-Cleaned,:Gross-in-US-&-Canada-Cleaned,:Gross-worldwide-Cleaned,:Action,:Adventure,:Biography,:Drama,:Crime,:Animation,:Comedy,:Family,:Horror,:Mystery,:Thriller,:History,:Fantasy,:Sci-Fi,:Romance,:Music,:Sport,:Musical,:Documentary,:War,:Western,:Film-Noir,:Release-Year
5100000.0,7.2,103,32000,9709597.0,9709597.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1980
1.0E7,6.4,93,17000,653651.0,1412181.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2013
1700000.0,7.3,85,75000,7362439.0,9303022.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
1.25E7,7.4,69,96000,4.8092846E7,8.4460846E7,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
,5.7,106,7600,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023
3.0E7,6.6,125,59000,4.6212055E7,1.34212055E8,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1989
4.4E7,7.0,192,37000,5.7777778E7,5.7777778E7,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1963
3.5E7,6.5,103,94000,8.3563139E7,1.56563139E8,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1992
1.8E7,6.2,95,39000,7.2179579E7,7.2179579E7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1981
1.35E8,6.7,100,54000,6.2342368E7,1.11257878E8,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
3.2E7,7.1,137,154000,2.8644813E7,5.1262751E7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2008
9.5E7,6.8,136,195000,9.4095523E7,2.50288523E8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
3.0E7,6.1,114,50000,,1015760.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2021
,6.4,90,33000,1.3985225E7,1.3985225E7,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1990
2.5E7,5.8,93,151000,5.4098051E7,1.18890272E8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2006
1.3E7,6.4,130,13000,1293976.0,1293976.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990
291500.0,7.8,89,601,,56251.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2023
5.4E7,6.7,117,231000,8.2348319E7,1.55010032E8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2002
150000.0,8.1,96,195000,,311212.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1957
1.28E8,6.8,85,121000,8.5336277E7,2.50397798E8,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
7920000.0,7.2,140,39000,1.4560084E7,1.4568801E7,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1978
1.9E7,7.7,115,200000,2.249852E7,3.2801173E7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
3.0E7,5.6,105,39000,5.3059911E7,6.5659911E7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
4000000.0,6.5,124,28000,2.1090677E7,2.179826E7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
3.8E7,6.6,129,25000,1.02923E7,1.02923E7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
2700000.0,8.1,80,282000,5820649.0,1.5849759E7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2004
3.0E7,7.0,79,146000,3.1749894E7,4.8428063E7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
3.5E7,6.6,108,61000,4.6704056E7,4.6704056E7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
7.5E7,7.0,102,124000,6.6661095E7,1.19483446E8,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
,5.4,92,2100,,4253.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023
9000000.0,7.6,93,195000,1.7105219E7,1.7196103E7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1998
,7.8,132,6600,,8323.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023
3.3E7,6.0,98,94000,4.6009673E7,7.7068246E7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016
5.0E7,7.4,141,199000,4.7119388E7,8.4419388E7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
2.0E7,7.4,117,61000,2.7476252E7,2.7476252E7,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1975
6000000.0,7.5,135,29000,1658790.0,2576990.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2019
,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2025
1.0E7,7.0,101,108000,1978592.0,4366460.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
3.2E7,7.2,98,177000,3.2786074E7,5.0826898E7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2004
,7.0,104,18000,5676486.0,8127070.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
4.9E7,6.1,102,34000,6.0477943E7,1.20597108E8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
6400000.0,7.8,107,75000,4.0084041E7,4.0084041E7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
1.0E7,5.9,93,162000,6.3300095E7,1.39352633E8,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2007
7.5E7,6.7,117,137000,1.18946291E8,2.03627753E8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2007
1.7E7,6.6,109,151000,3.5787686E7,5.7232879E7,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
1.1E8,6.5,125,408000,1.2554428E8,3.6274428E8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2004
4.9E7,6.9,132,99000,,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
1.0E7,7.3,134,103000,4160851.0,4184990.0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1992
1.0E7,6.2,90,140000,3.7904175E7,5.9371303E7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2001
2.0E7,7.8,109,115000,2536242.0,2536242.0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982
,6.5,110,12000,5786368.0,5786368.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1978
3.0E7,7.1,125,80000,3.8432823E7,4.1480851E7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
5000000.0,6.5,104,138000,2.7695246E7,4.4459951E7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2013
1050000.0,7.6,107,4700,,,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1967
1.0E8,5.7,102,53000,,,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2022
,6.7,110,100000,,9816572.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
,5.8,100,122000,1.6827355E8,2.53625427E8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
,6.7,137,105,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2023
7.8E7,5.8,110,182000,6.6465204E7,1.79265204E8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2003
1.0E8,6.1,113,87000,,,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2022
4.0E7,6.2,108,104000,5.4682547E7,5.4682547E7,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
,5.3,109,8900,4350243.0,6276005.0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2022
4.5E7,6.8,109,154000,7.4494381E7,9.2374674E7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
3.5E7,5.2,101,35000,2.5888412E7,3.4618867E7,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2012
1.3E7,7.7,113,349000,2.2863596E7,2.3106667E7,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1999
1000000.0,5.3,96,1500,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023
,7.4,96,5400,,,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1959
4000000.0,8.0,93,274000,3.8251425E7,3.8288028E7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1977
1.7E7,7.2,113,94000,1.7185632E7,1.7185954E7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1987
,6.6,95,150000,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020
1.6214E8,6.9,173,12000,5023132.0,8854786.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023
,6.8,115,23000,4899194.0,5013090.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1992
,6.5,110,6900,,,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2023
,6.1,102,1400,1618.0,468257.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2023
,,93,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
3.0E7,7.5,160,190000,3909149.0,1.5001776E7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
1.98E7,7.2,137,92000,4.1308615E7,8.7754044E7,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2001
7.0E7,5.8,124,185000,1.42109382E8,2.77448382E8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2002
1.0E8,6.9,90,252000,1.24870275E8,2.43006126E8,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
4.0E7,7.0,123,127000,9.4125426E7,1.29540522E8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2009
5.0E7,7.0,112,398000,1.91719337E8,3.31333876E8,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
1.8E7,7.3,98,210000,3.3405481E7,9.9104804E7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2013
,6.9,94,87000,6090172.0,6566277.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2006
2.5E8,6.6,136,249000,2.26008385E8,1.236005118E9,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
2.6E7,7.1,121,81000,6.5705771E7,9.8005666E7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1998
5.0E7,7.1,130,152000,1.15715889E8,2.14215889E8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2018
1.8E7,7.5,94,395000,1.833523E7,6.0738797E7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
1.4E7,6.3,96,77000,3075255.0,1.3657649E7,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2009
5.0E7,7.6,122,332000,2.4149632E7,7.2617068E7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
,5.6,125,40000,,,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
,7.7,98,96000,72689.0,1688710.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
,,,,,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2025
,6.2,103,29000,6254148.0,6254148.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1984
2.7E7,7.8,193,64000,2.1192102E7,2.1192315E7,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983
1.1E7,7.3,111,51000,2.2549338E7,2.2549338E7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1993
5.0E7,5.1,104,81000,8.0270227E7,1.11069515E8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
7000000.0,7.5,164,62000,8373585.0,8865702.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1988
3.0E7,7.2,122,176000,1.7766658E7,3.4441873E7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
1.7E7,7.7,170,100000,7.2560711E7,7.2632653E7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1964
1.0E7,6.8,114,37000,8801940.0,8801940.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1984
1.8E7,5.7,89,87000,4.1011711E7,6.8844775E7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2006
8.5E7,7.3,145,158000,5.7490508E7,1.62242962E8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2005
,5.8,110,11000,,365644.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2021
1.7E7,6.8,99,207000,1.25049125E8,1.25052686E8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1982
,,,,,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024
3.5E7,5.7,111,139000,1.3450692E8,1.7396501E8,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
,7.7,99,2100,,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1939
2.435E7,6.7,131,24000,354481.0,4265353.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2021
1.63E8,6.0,119,229000,1.00240551E8,1.74822325E8,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2011
3.5E7,6.1,110,113000,3.0691439E7,7.8094714E7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2008
3800000.0,8.1,121,167000,2.3689877E7,2.3690757E7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976
1.1E8,6.6,114,251000,6.1737191E7,1.25544024E8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2013
9.3E7,5.9,92,336000,1.81171875E8,3.68780809E8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2001
,6.2,120,19000,228894.0,252262.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2016
3.1E7,7.8,121,154000,5.2096475E7,5.2096475E7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1990
7.5E7,7.1,126,323000,6.4038616E7,1.8055755E8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2006
4.5E7,6.4,131,133000,4.7382068E7,8.2966152E7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
1.5E7,6.3,98,68000,,1034769.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
5.0E7,6.2,121,244000,7.9957634E7,1.83658498E8,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2009
3.5E7,6.7,112,70000,2.6511114E7,4.026302E7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1999
,5.4,94,46000,347578.0,2340110.0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2007
3.5E7,6.5,132,176000,5.6968902E7,1.82968902E8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
3000000.0,7.6,96,190000,2.3667907E7,2.3668406E7,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1981
1000000.0,7.3,106,132000,336472.0,481234.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2014
1.5E8,6.3,115,173000,8.2280579E7,1.96393745E8,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
2.05E8,7.3,150,569000,5.8504105E7,3.65304105E8,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2020
,5.8,91,5100,168099.0,168099.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023
9.3E7,7.6,126,496000,6.382018E7,2.6392018E8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1997
,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2025
5.0E7,7.5,126,142000,6.4267657E7,1.13190218E8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
7.0E7,8.6,169,1500000,2.17049603E8,4.82349603E8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1998
1.1E7,7.0,95,426000,1.02561004E8,2.35483004E8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
2.2E7,7.8,113,376000,3.6471795E7,1.15171795E8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
1.85E7,8.4,137,749000,8.5160248E7,1.31060248E8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1986
4.3E7,7.0,116,167000,1.0127625E7,2.2957625E7,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2021
7000000.0,7.6,102,687000,1.5070285E7,3.4266564E7,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2000
1.0E7,8.0,111,156000,,1905058.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2021
3000000.0,7.8,100,216000,573368.0,622861.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1971
9.4E7,9.0,201,1900000,3.79427292E8,1.156034881E9,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
4.6E7,8.1,153,782000,6.1002302E7,1.22126687E8,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2013
,6.8,91,26000,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023
2.5E7,8.2,122,1000000,7.4283625E7,1.7162774E8,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2007
1.7E8,7.6,130,460000,2.08545589E8,7.10644566E8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
3.0E7,6.9,132,197000,1872994.0,4.2972994E7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
4.0E7,7.8,120,743000,9.6962694E7,2.24920375E8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2010
,6.2,117,20000,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2023
5.01E7,6.6,105,269000,5.3862963E7,1.59162963E8,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
,,,,,,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2024
1.5E8,7.4,140,275000,1.46880162E8,4.90719763E8,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
,5.6,116,4400,,,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023
1.15E8,6.5,125,141000,,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2019
1.39E8,7.4,121,861000,4.0702286E8,8.25025036E8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2002
1.84E7,8.5,110,1200000,1.9501238E7,1.9569225E7,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
8000000.0,8.1,89,431000,5.2287414E7,5.2287414E7,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986
,6.6,114,41000,1.7320136E7,4.6264384E7,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1994
1.6E8,6.8,123,598000,4.26829839E8,1.131416446E9,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2019
6.5E7,7.5,159,365000,5.5691208E7,1.62257226E8,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1999
8.0E7,8.2,138,1400000,1.28012934E8,2.94805697E8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2010
1.0E7,8.3,126,1000000,1.38433435E8,2.25933435E8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1997
3.5E7,7.3,135,591000,3.28874981E8,7.04242551E8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
3.5E7,6.8,179,47000,8176562.0,1.1480078E7,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2023
4.0E7,8.0,189,167000,7.0405498E7,2.05405498E8,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1991
1.5E7,7.8,100,689000,3.5061555E7,7.871497E7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011
1.2E8,7.1,115,409000,1.21626598E8,3.31526598E8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021
1.5E8,6.7,115,511000,2.06459076E8,4.74968763E8,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005
2.0E7,7.4,101,721000,4.3037835E7,8.608185E7,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014
2.5E7,8.2,158,626000,4.0222514E7,7.6182388E7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2007
1.25E8,6.0,130,114000,5.7638006E7,1.33838006E8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023
1.3E8,7.9,142,674000,2.50105651E8,8.07047946E8,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2004
1.2E8,6.3,116,244000,1.4864882E8,4.07141258E8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
7.5E7,5.6,122,36000,1.4570455E7,2.7827745E7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022
4.0E7,6.7,109,437000,3.7520095E7,1.73930596E8,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2011
1.3E7,9.0,202,1300000,4.7834595E7,4.7961919E7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1974
1.0E8,7.4,161,675000,2.62641637E8,9.26201E8,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2002
1.25E8,8.1,130,926000,3.81447587E8,1.356841356E9,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2011
2.0E7,5.6,91,108000,3.0113491E7,6.8349884E7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2002
,6.7,105,2800,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
1.5E7,7.1,119,197000,1.1114018E7,6.4191523E7,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015
3.0E7,7.4,113,187000,2.7287137E7,4.7126295E7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000
,6.1,107,32000,,43697.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
2.0E8,6.5,115,374000,1.25322469E8,3.71353001E8,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2009
,6.8,95,62000,37151.0,462875.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2014
3000000.0,8.3,125,192000,1.86E7,1.8778738E7,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1960
,6.8,97,21000,,,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022
,5.8,95,5300,,1843824.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022
6.0E7,4.2,103,78000,9.5673607E7,1.5981449E8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2007
1590000.0,7.4,78,193000,,3.2511655E7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2007
